0,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x000,400
1,0,400
2,0,400
3,0,400
4,0,400
5,0,400
6,0,400
7,0,400
8,0,400
9,0,400
10,0,400
11,0,400
12,0,400
13,0,400
14,0,400
15,0,400
16,0,400
17,0,400
18,3,406
19,1,400
20,3,412
21,7,417
22,2,417
23,1,420
24,4,416
25,6,408
26,0,405
27,1,421
28,31,906
29,30,754
30,39,713
31,42,655
32,46,610
33,44,614
34,39,608
35,41,598
36,40,576
37,36,548
38,36,510
39,31,482
40,29,457
41,28,447
42,23,440
43,16,434
44,18,422
45,23,421
46,19,412
47,15,410
48,12,411
49,7,411
50,18,418
51,10,406
52,10,406
53,10,411
54,11,403
55,7,405
56,11,404
57,9,400
58,6,400
59,4,400
60,4,404
61,4,406
62,6,404
63,10,412
64,6,413
65,10,416
66,5,405
67,6,416
68,9,434
69,13,431
70,6,418
71,7,412
72,3,415
73,4,408
74,5,411
75,10,411
76,10,416
77,9,411
78,8,413
79,8,410
80,2,408
81,8,419
82,7,402
83,4,400
84,4,400
85,0,400
86,5,406
87,5,405
88,7,404
89,3,404
90,0,402
91,0,400
92,4,411
93,5,401
94,3,400
95,6,412
96,6,409
97,1,402
98,0,405
99,6,400
